,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Combined,Outlet_Years,Outlet
3450,1,NCC07,104.5964,1262.3568,0.023988387000000003,19.6,OUT049,0,1,1,2,14,9
3451,0,DRG51,164.9526,2302.3364,0.011563024,12.1,OUT045,1,0,1,0,11,7
3452,1,NCS53,158.3604,1109.2228,0.08970347599999999,14.5,OUT013,2,2,1,2,26,1
3453,2,FDC33,196.4768,2561.9984,0.06893834,8.96,OUT046,0,0,1,1,16,8
3454,0,FDD14,183.5266,4426.2384,0.169667145,20.7,OUT013,2,2,1,1,26,1
3455,0,FDJ52,159.8578,2246.4092,0.017814518,7.145,OUT049,0,1,1,1,14,9
3456,2,FDV33,258.3304,4133.2864,0.027399064,9.6,OUT045,1,0,1,1,11,7
3457,2,FDY33,157.4262,3978.155,0.097398254,14.5,OUT045,1,0,1,1,11,7
3458,2,FDE28,229.4668,460.7336,0.23207267399999998,12.792854228644991,OUT019,0,0,0,1,28,4
3459,0,FDA57,41.048,918.804,0.039723998999999996,18.85,OUT045,1,0,1,1,11,7
3460,0,DRC27,243.6802,1965.4416,0.05843112,13.8,OUT017,1,0,1,0,6,2
3461,2,FDA27,256.3672,1022.6688,0.030990353999999998,20.35,OUT045,1,0,1,1,11,7
3462,0,FDO57,159.3578,4492.8184,0.108689606,20.75,OUT035,1,0,1,1,9,6
3463,0,FDZ44,115.8808,1523.3504,0.038721734,8.185,OUT035,1,0,1,1,9,6
3464,0,FDA58,233.6932,1414.1592,0.10366489699999999,9.395,OUT013,2,2,1,1,26,1
3465,0,DRB01,187.753,1518.024,0.082367244,7.39,OUT049,0,1,1,0,14,9
3466,0,FDX45,156.963,2816.3340000000003,0.105282932,16.75,OUT018,2,1,2,1,4,3
3467,2,FDY12,50.0008,506.00800000000004,0.141406394,9.8,OUT017,1,0,1,1,6,2
3468,1,NCZ29,127.7362,1761.7068,0.071516201,15.0,OUT045,1,0,1,2,11,7
3469,0,FDF09,37.4848,186.424,0.012198395,6.215,OUT018,2,1,2,1,4,3
3470,0,FDR48,150.5024,3187.8504,0.132248069,11.65,OUT017,1,0,1,1,6,2
3471,1,NCH29,95.8726,2153.1972,0.034445116,5.51,OUT013,2,2,1,2,26,1
3472,2,FDN08,117.5466,824.9262,0.08854386800000001,7.72,OUT045,1,0,1,1,11,7
3473,1,NCN30,97.441,772.328,0.016979063,16.35,OUT013,2,2,1,2,26,1
3474,0,FDS12,125.4362,755.0172,0.304859104,12.792854228644991,OUT019,0,0,0,1,28,4
3475,2,FDN58,230.9984,4633.968,0.056825065,13.8,OUT013,2,2,1,1,26,1
3476,0,FDF50,197.6768,2956.152,0.1175683,4.905,OUT045,1,0,1,1,11,7
3477,1,NCR54,198.21099999999998,1964.11,0.09056219199999999,16.35,OUT046,0,0,1,2,16,8
3478,0,FDQ21,120.8756,3150.5656,0.019423232,21.25,OUT046,0,0,1,1,16,8
3479,0,FDA13,39.9506,645.1602,0.078489577,15.85,OUT013,2,2,1,1,26,1
3480,2,FDY47,128.931,1428.141,0.054706408,8.6,OUT018,2,1,2,1,4,3
3481,1,NCF31,150.2024,1821.6288,0.051804277999999995,9.13,OUT013,2,2,1,2,26,1
3482,0,FDL44,162.7894,5500.8396,0.012215675,12.792854228644991,OUT027,2,1,3,1,28,5
3483,2,FDT51,110.6544,223.7088,0.019117392,12.792854228644991,OUT019,0,0,0,1,28,4
3484,1,NCF31,153.1024,303.6048,0.090778148,12.792854228644991,OUT019,0,0,0,2,28,4
3485,1,NCK31,50.6666,666.4658,0.027047774,10.895,OUT046,0,0,1,2,16,8
3486,0,DRM47,191.0846,1337.5922,0.043874493,9.3,OUT045,1,0,1,0,11,7
3487,0,FDL40,97.741,1158.492,0.011603492,17.7,OUT013,2,2,1,1,26,1
3488,0,FDT34,107.1964,420.7856,0.29182661600000004,9.3,OUT010,2,0,0,1,15,0
3489,2,FDP40,112.7544,1789.6704,0.034350673,4.555,OUT035,1,0,1,1,9,6
3490,1,NCJ31,241.8196,1687.1372,0.183686937,19.2,OUT017,1,0,1,2,6,2
3491,2,FDT50,97.8752,2109.2544,0.10771483400000001,12.792854228644991,OUT027,2,1,3,1,28,5
3492,2,FDG21,150.405,3894.93,0.14629990199999998,17.35,OUT046,0,0,1,1,16,8
3493,0,FDM03,108.2938,535.969,0.123531974,12.65,OUT018,2,1,2,1,4,3
3494,2,FDO11,247.4092,6972.2576,0.030311951,8.0,OUT049,0,1,1,1,14,9
3495,0,FDX26,181.4292,2918.8672,0.087986599,17.7,OUT045,1,0,1,1,11,7
3496,2,FDF39,261.591,2366.919,0.019590768999999997,14.85,OUT018,2,1,2,1,4,3
3497,1,NCR53,226.5404,225.0404,0.242768664,12.15,OUT010,2,0,0,2,15,0
3498,2,FDL57,257.9304,6458.26,0.067064128,15.1,OUT035,1,0,1,1,9,6
3499,0,FDO44,110.0228,3205.1612,0.087630566,12.6,OUT045,1,0,1,1,11,7
3500,1,NCY41,34.3532,1042.6428,0.07572130099999999,16.75,OUT035,1,0,1,2,9,6
3501,0,FDL08,246.7144,5145.3024,0.049719026,10.8,OUT046,0,0,1,1,16,8
3502,1,NCV30,64.851,948.765,0.065932087,20.2,OUT046,0,0,1,2,16,8
3503,0,FDL45,126.2704,4255.7936,0.037505332,12.792854228644991,OUT027,2,1,3,1,28,5
3504,0,FDK09,227.2352,4122.6336,0.09228235300000001,15.2,OUT017,1,0,1,1,6,2
3505,0,FDQ58,153.434,459.402,0.01532563,7.315,OUT049,0,1,1,1,14,9
3506,2,FDA28,127.0362,1384.1982,0.047996607999999996,16.1,OUT018,2,1,2,1,4,3
3507,2,FDA02,143.1786,288.9572,0.052040539000000004,12.792854228644991,OUT019,0,0,0,1,28,4
3508,1,NCC54,240.4196,4579.3724,0.09762961099999999,17.75,OUT013,2,2,1,2,26,1
3509,2,FDA55,225.4088,2460.7968,0.057221177000000005,17.2,OUT018,2,1,2,1,4,3
3510,1,NCJ43,173.1396,348.8792,0.045308629,6.635,OUT010,2,0,0,2,15,0
3511,1,NCB19,86.3882,85.8882,0.158096128,12.792854228644991,OUT019,0,0,0,2,28,4
3512,0,FDA19,128.2994,3983.4814,0.055127499,7.52,OUT046,0,0,1,1,16,8
3513,0,FDD35,119.844,599.22,0.025842905,12.15,OUT013,2,2,1,1,26,1
3514,2,FDK08,100.1016,1113.2176,0.12280294300000001,9.195,OUT018,2,1,2,1,4,3
3515,0,FDN27,116.9808,3866.9664,0.039370913,12.792854228644991,OUT027,2,1,3,1,28,5
3516,1,NCC19,192.982,4633.968,0.096411426,12.792854228644991,OUT027,2,1,3,2,28,5
3517,0,FDL16,47.306000000000004,1071.938,0.16871476,12.85,OUT049,0,1,1,1,14,9
3518,1,NCL54,176.9054,4202.5296,0.082353076,12.792854228644991,OUT027,2,1,3,2,28,5
3519,0,FDR33,108.057,2087.283,0.026830586,7.31,OUT049,0,1,1,1,14,9
3520,2,FDD52,108.557,1208.427,0.18326022100000003,18.25,OUT035,1,0,1,1,9,6
3521,2,FDV33,259.2304,4649.9472,0.027386122000000002,9.6,OUT049,0,1,1,1,14,9
3522,2,FDF21,191.153,1707.777,0.06595278007399345,10.3,OUT035,1,0,1,1,9,6
3523,0,FDM56,109.1912,545.956,0.06595278007399345,16.7,OUT018,2,1,2,1,4,3
3524,2,FDB12,103.2648,2388.8904,0.105287746,11.15,OUT035,1,0,1,1,9,6
3525,2,FDI48,51.2666,410.1328,0.06595278007399345,11.85,OUT035,1,0,1,1,9,6
3526,0,FDH09,51.8982,473.3838,0.05616476,12.6,OUT049,0,1,1,1,14,9
3527,2,FDQ36,38.3848,932.12,0.06595278007399345,7.855,OUT046,0,0,1,1,16,8
3528,2,FDY16,184.8266,3872.9586,0.092150005,18.35,OUT013,2,2,1,1,26,1
3529,1,NCM43,164.321,5546.1140000000005,0.01938106,12.792854228644991,OUT027,2,1,3,2,28,5
3530,0,FDF59,124.902,1771.0279999999998,0.07153422599999999,12.5,OUT018,2,1,2,1,4,3
3531,1,NCR38,253.4724,755.0172,0.113497001,17.25,OUT035,1,0,1,2,9,6
3532,0,FDY13,78.067,2220.4429999999998,0.030121709,12.1,OUT035,1,0,1,1,9,6
3533,2,FDC40,76.1986,1090.5804,0.065051586,16.0,OUT035,1,0,1,1,9,6
3534,2,FDT11,189.4556,1877.556,0.029538508999999998,5.94,OUT017,1,0,1,1,6,2
3535,0,FDT59,230.2668,2994.7684,0.015976248999999998,13.65,OUT018,2,1,2,1,4,3
3536,1,NCU54,208.42700000000002,5452.901999999999,0.09862237800000001,8.88,OUT046,0,0,1,2,16,8
3537,2,FDG34,106.7254,542.627,0.062885197,11.5,OUT010,2,0,0,1,15,0
3538,2,FDQ36,39.2848,857.5504,0.162461219,7.855,OUT017,1,0,1,1,6,2
3539,2,DRZ11,122.0388,1238.388,0.11284010800000001,8.85,OUT049,0,1,1,0,14,9
3540,0,DRH23,55.7614,110.5228,0.29820527199999997,12.792854228644991,OUT019,0,0,0,0,28,4
3541,2,FDT55,157.0946,5522.811,0.043902087,13.6,OUT017,1,0,1,1,6,2
3542,1,NCV53,241.28799999999998,5512.8240000000005,0.018797945,8.27,OUT013,2,2,1,2,26,1
3543,0,FDQ33,151.6708,4815.0656,0.06595278007399345,12.792854228644991,OUT027,2,1,3,1,28,5
3544,1,NCJ54,230.8642,4414.9198,0.060017127999999996,9.895,OUT013,2,2,1,2,26,1
3545,2,FDY16,186.2266,1106.5596,0.16147714,12.792854228644991,OUT019,0,0,0,1,28,4
3546,1,NCN07,129.9284,1054.6272,0.033944697999999995,18.5,OUT046,0,0,1,2,16,8
3547,2,FDO01,129.7994,1284.994,0.020803053999999998,21.1,OUT018,2,1,2,1,4,3
3548,0,FDP32,126.8678,1780.3492,0.08816538,6.65,OUT017,1,0,1,1,6,2
3549,1,NCN07,130.9284,1977.4260000000002,0.034082974,18.5,OUT018,2,1,2,2,4,3
3550,0,DRN47,180.766,3056.022,0.016745264,12.792854228644991,OUT027,2,1,3,0,28,5
3551,1,NCM18,61.1194,2352.9372,0.083009876,13.0,OUT045,1,0,1,2,11,7
3552,2,FDD40,193.6162,5195.2374,0.014721719,12.792854228644991,OUT027,2,1,3,1,28,5
3553,0,FDW47,122.8414,731.0484,0.046375227000000005,15.0,OUT046,0,0,1,1,16,8
3554,0,FDI45,175.6054,1050.6324,0.037639672,13.1,OUT049,0,1,1,1,14,9
3555,0,FDJ46,174.0054,2101.2648,0.04500603,11.1,OUT018,2,1,2,1,4,3
3556,2,FDD38,100.2674,203.7348,0.013711273999999999,16.75,OUT010,2,0,0,1,15,0
3557,0,FDS37,117.2492,2432.8332,0.032009653,7.655,OUT045,1,0,1,1,11,7
3558,2,FDY60,145.2128,3739.1328,0.026424424,10.5,OUT045,1,0,1,1,11,7
3559,2,FDP13,41.948,199.74,0.134870732,8.1,OUT018,2,1,2,1,4,3
3560,0,FDM28,181.36599999999999,1977.4260000000002,0.045295529,15.7,OUT045,1,0,1,1,11,7
3561,2,FDY33,159.7262,5728.5432,0.097750937,14.5,OUT017,1,0,1,1,6,2
3562,1,NCM54,125.5678,1398.8458,0.05089667,17.7,OUT013,2,2,1,2,26,1
3563,0,FDK04,58.5588,801.6232,0.052312034,7.36,OUT046,0,0,1,1,16,8
3564,1,NCI42,207.1954,1667.1632,0.010363586,18.75,OUT035,1,0,1,2,9,6
3565,2,FDF45,59.9904,644.4944,0.012254428999999999,18.2,OUT018,2,1,2,1,4,3
3566,2,FDN56,144.8786,3323.0078,0.107223632,5.46,OUT049,0,1,1,1,14,9
3567,2,FDR56,196.5768,3350.3056,0.101335811,15.5,OUT017,1,0,1,1,6,2
3568,0,FDX40,39.3164,540.6296,0.09899313900000001,12.85,OUT046,0,0,1,1,16,8
3569,0,FDB34,86.0198,2006.0554,0.026760329,15.25,OUT017,1,0,1,1,6,2
3570,2,FDY47,130.531,1298.31,0.054594957,8.6,OUT045,1,0,1,1,11,7
3571,0,DRB01,190.953,2466.7889999999998,0.08217094700000001,7.39,OUT013,2,2,1,0,26,1
3572,2,FDR51,151.4708,2407.5328,0.17382151899999998,9.035,OUT045,1,0,1,1,11,7
3573,0,FDR48,152.3024,1518.024,0.131708682,11.65,OUT049,0,1,1,1,14,9
3574,2,FDZ25,171.179,1867.569,0.027594063999999998,15.7,OUT013,2,2,1,1,26,1
3575,0,FDJ04,120.3124,2725.7852,0.12470444,18.0,OUT045,1,0,1,1,11,7
3576,1,NCG07,190.85299999999998,4554.072,0.052247805999999994,12.792854228644991,OUT027,2,1,3,2,28,5
3577,0,FDB52,257.4672,3835.008,0.030559582999999998,17.75,OUT018,2,1,2,1,4,3
3578,2,FDH14,142.0838,2528.7084,0.046903482,17.1,OUT045,1,0,1,1,11,7
3579,1,NCY17,43.0086,758.3462,0.163096139,18.2,OUT046,0,0,1,2,16,8
3580,2,FDX31,234.4958,1402.1748,0.06595278007399345,20.35,OUT045,1,0,1,1,11,7
3581,0,FDN12,112.3544,1006.6896,0.081103929,15.6,OUT046,0,0,1,1,16,8
3582,2,FDG56,59.7536,918.804,0.071743629,13.3,OUT018,2,1,2,1,4,3
3583,0,FDP23,218.3166,5660.6316,0.035731825,6.71,OUT018,2,1,2,1,4,3
3584,0,FDC47,226.9694,6851.081999999999,0.11913174900000001,15.0,OUT045,1,0,1,1,11,7
3585,0,FDW25,86.8224,1448.7808,0.037217847000000005,12.792854228644991,OUT027,2,1,3,1,28,5
3586,1,NCR42,33.89,99.87,0.038559926,9.105,OUT045,1,0,1,2,11,7
3587,0,DRO59,75.4012,986.7156,0.054238448,11.8,OUT049,0,1,1,0,14,9
3588,0,FDT60,124.5388,1733.7432,0.075856062,12.0,OUT018,2,1,2,1,4,3
3589,0,FDE32,37.8506,265.6542,0.048957533,20.7,OUT018,2,1,2,1,4,3
3590,2,FDF21,191.553,6641.355,0.059160135,10.3,OUT017,1,0,1,1,6,2
3591,2,FDX04,46.0376,527.3136,0.041536962000000004,19.6,OUT013,2,2,1,1,26,1
3592,2,FDC22,193.482,2510.0660000000003,0.06595278007399345,6.89,OUT049,0,1,1,1,14,9
3593,0,FDD39,216.385,3678.545,0.070297175,16.7,OUT045,1,0,1,1,11,7
3594,2,DRC36,175.0054,1926.1594,0.044984874,13.0,OUT046,0,0,1,0,16,8
3595,0,DRE01,241.7512,5331.7264,0.167155198,10.1,OUT046,0,0,1,0,16,8
3596,0,FDP37,130.3994,2826.9868,0.14298686300000002,15.6,OUT013,2,2,1,1,26,1
3597,0,DRI01,173.7422,2759.0752,0.06595278007399345,7.97,OUT045,1,0,1,0,11,7
3598,1,NCE19,54.5956,218.3824,0.162856593,12.792854228644991,OUT019,0,0,0,2,28,4
3599,1,NCS30,128.9652,1808.3128,0.06595278007399345,5.945,OUT017,1,0,1,2,6,2
3600,2,FDX31,234.4958,3271.7412,0.014885998000000001,20.35,OUT018,2,1,2,1,4,3
3601,2,FDH47,96.4068,2527.3768,0.12881621199999999,13.5,OUT046,0,0,1,1,16,8
3602,2,FDY11,65.0142,856.8846,0.029680868,6.71,OUT018,2,1,2,1,4,3
3603,0,FDU23,166.0184,330.2368,0.036360676,12.15,OUT010,2,0,0,1,15,0
3604,2,FDO19,50.5034,1458.102,0.016582833,17.7,OUT013,2,2,1,1,26,1
3605,2,FDP08,193.9478,4456.1994,0.112316501,20.5,OUT013,2,2,1,1,26,1
3606,0,FDX19,235.1958,4673.916,0.096653315,19.1,OUT013,2,2,1,1,26,1
3607,0,FDJ28,191.2162,1924.162,0.021984639,12.3,OUT017,1,0,1,1,6,2
3608,0,FDE29,62.0878,302.939,0.143351652,8.905,OUT049,0,1,1,1,14,9
3609,2,FDC14,40.0454,209.727,0.041482394,14.5,OUT017,1,0,1,1,6,2
3610,2,FDV44,190.7188,1904.1879999999999,0.040069806,8.365,OUT017,1,0,1,1,6,2
3611,1,NCF43,141.947,2004.058,0.052239735,8.51,OUT017,1,0,1,2,6,2
3612,1,NCY42,144.047,3149.2340000000004,0.015149955,6.38,OUT013,2,2,1,2,26,1
3613,1,NCZ06,253.8698,3297.7074,0.09370568,12.792854228644991,OUT027,2,1,3,2,28,5
3614,2,FDB29,115.1176,1488.7288,0.052401765999999995,16.7,OUT035,1,0,1,1,9,6
3615,2,FDL28,231.7668,460.7336,0.06312198200000001,10.0,OUT013,2,2,1,1,26,1
3616,2,FDF57,168.6448,2897.5616,0.058946687000000005,14.5,OUT045,1,0,1,1,11,7
3617,0,FDE44,50.3692,591.2304,0.171245426,14.65,OUT013,2,2,1,1,26,1
3618,2,FDU33,45.3402,918.804,0.134057426,12.792854228644991,OUT027,2,1,3,1,28,5
3619,2,FDA08,163.8526,1808.9786,0.05036845400000001,11.85,OUT017,1,0,1,1,6,2
3620,1,NCC06,127.1336,2812.3392,0.026986367,19.0,OUT046,0,0,1,2,16,8
3621,0,FDO32,45.806000000000004,1165.15,0.120543611,6.36,OUT046,0,0,1,1,16,8
3622,0,FDU39,58.4562,711.0744,0.036037952000000005,18.85,OUT046,0,0,1,1,16,8
3623,1,NCK18,165.9184,2972.1312,0.0067253880000000005,9.6,OUT018,2,1,2,2,4,3
3624,0,FDI26,177.3344,1605.9096,0.034940979,5.94,OUT049,0,1,1,1,14,9
3625,0,DRE37,189.9872,1323.6104,0.094219593,13.5,OUT046,0,0,1,0,16,8
3626,1,NCN26,117.5808,351.5424,0.048004263,10.85,OUT010,2,0,0,2,15,0
3627,2,FDS16,147.376,2197.14,0.066164431,15.15,OUT035,1,0,1,1,9,6
3628,2,FDE40,62.4194,804.9522,0.06595278007399345,15.6,OUT018,2,1,2,1,4,3
3629,2,FDP03,122.9388,2105.2596,0.06595278007399345,5.15,OUT017,1,0,1,1,6,2
3630,2,FDA27,253.9672,3068.0064,0.030975716,20.35,OUT049,0,1,1,1,14,9
3631,2,FDJ12,208.8296,5400.9696,0.039101813,8.895,OUT049,0,1,1,1,14,9
3632,0,FDT03,181.7608,1102.5648,0.010039493,21.25,OUT018,2,1,2,1,4,3
3633,0,FDF50,195.7768,2956.152,0.117308165,4.905,OUT035,1,0,1,1,9,6
3634,2,FDC51,124.17299999999999,1601.249,0.009641375,10.895,OUT045,1,0,1,1,11,7
3635,1,NCL55,254.604,759.012,0.113212516,12.792854228644991,OUT019,0,0,0,2,28,4
3636,2,FDZ23,185.22400000000002,6338.416,0.06749003599999999,17.75,OUT035,1,0,1,1,9,6
3637,0,FDW24,50.2034,1166.4816,0.037573095,6.8,OUT045,1,0,1,1,11,7
3638,0,FDH21,156.9604,4595.3516,0.031219108,10.395,OUT035,1,0,1,1,9,6
3639,1,NCQ41,193.5794,390.1588,0.032606181,14.8,OUT010,2,0,0,2,15,0
3640,0,FDH48,84.554,778.9860000000001,0.06595278007399345,13.5,OUT018,2,1,2,1,4,3
3641,2,FDX11,183.6634,2544.6876,0.106731895,16.0,OUT035,1,0,1,1,9,6
3642,0,FDK33,211.956,4474.1759999999995,0.0112259,17.85,OUT013,2,2,1,1,26,1
3643,0,FDV36,127.102,3289.052,0.026355345,18.7,OUT045,1,0,1,1,11,7
3644,1,NCW41,159.3604,2059.9852,0.01548171,18.0,OUT045,1,0,1,2,11,7
3645,0,FDU32,120.8414,852.8898,0.045465958,12.792854228644991,OUT019,0,0,0,1,28,4
3646,2,FDE36,162.7868,4258.4568,0.041857101,5.26,OUT045,1,0,1,1,11,7
3647,2,FDO27,94.9752,1534.0032,0.06595278007399345,6.175,OUT045,1,0,1,1,11,7
3648,2,FDW27,156.6314,3257.7594,0.151159243,5.86,OUT045,1,0,1,1,11,7
3649,0,FDJ48,246.9118,5681.2714,0.056161529,12.792854228644991,OUT027,2,1,3,1,28,5
3650,2,FDR11,161.1578,1765.0358,0.142419608,10.5,OUT013,2,2,1,1,26,1
3651,0,FDV07,110.3228,2763.07,0.031410377999999996,9.5,OUT018,2,1,2,1,4,3
3652,0,FDO50,93.0804,2940.1728,0.077790204,12.792854228644991,OUT027,2,1,3,1,28,5
3653,2,FDN04,178.2344,2854.9504,0.014166739,11.8,OUT017,1,0,1,1,6,2
3654,2,FDZ08,81.8592,1238.388,0.11021544400000001,12.5,OUT045,1,0,1,1,11,7
3655,0,FDD05,119.3098,1928.1568,0.016679143,19.35,OUT018,2,1,2,1,4,3
3656,2,FDV60,195.011,2749.7540000000004,0.117339056,20.2,OUT035,1,0,1,1,9,6
3657,1,NCG30,123.5046,2739.1012,0.11222774699999999,20.2,OUT013,2,2,1,2,26,1
3658,0,FDX37,100.57,5093.37,0.062724117,12.792854228644991,OUT027,2,1,3,1,28,5
3659,0,FDW24,49.6034,972.068,0.037555347999999995,6.8,OUT049,0,1,1,1,14,9
3660,0,DRM48,39.1848,559.2719999999999,0.112349962,12.792854228644991,OUT027,2,1,3,0,28,5
3661,0,FDF46,116.7834,4952.8862,0.093217569,12.792854228644991,OUT027,2,1,3,1,28,5
3662,1,NCY54,170.5422,3621.2862,0.17766124600000002,8.43,OUT035,1,0,1,2,9,6
3663,0,FDS35,64.6826,774.9912,0.11184963,9.3,OUT017,1,0,1,1,6,2
3664,2,FDB04,88.3856,1318.2839999999999,0.06321435,11.35,OUT035,1,0,1,1,9,6
3665,1,NCK05,59.3536,918.804,0.077892365,20.1,OUT017,1,0,1,2,6,2
3666,0,FDT46,49.0008,101.2016,0.051564827,11.35,OUT010,2,0,0,1,15,0
3667,2,FDP52,228.601,7350.432,0.070349402,12.792854228644991,OUT027,2,1,3,1,28,5
3668,1,NCR17,117.5492,1390.1904,0.024521239,9.8,OUT017,1,0,1,2,6,2
3669,1,NCN54,76.3328,1312.9576,0.021447102000000003,20.35,OUT017,1,0,1,2,6,2
3670,2,FDX12,241.2196,6507.5292,0.026059557,18.2,OUT035,1,0,1,1,9,6
3671,0,DRL23,105.2938,2036.6822,0.015301418,18.35,OUT035,1,0,1,0,9,6
3672,0,DRN47,179.86599999999999,3595.32,0.06595278007399345,12.1,OUT045,1,0,1,0,11,7
3673,2,FDM25,174.0712,2460.7968,0.060615254,10.695,OUT013,2,2,1,1,26,1
3674,0,FDF52,184.2292,4560.73,0.066459891,12.792854228644991,OUT027,2,1,3,1,28,5
3675,2,FDU21,33.1558,543.2928,0.07687604599999999,11.8,OUT045,1,0,1,1,11,7
3676,0,FDI15,263.5884,2384.8956,0.14215211,13.8,OUT017,1,0,1,1,6,2
3677,0,FDJ09,46.4744,543.2928,0.058632705,15.0,OUT018,2,1,2,1,4,3
3678,2,FDW03,105.1306,3135.9179999999997,0.024541277,5.63,OUT046,0,0,1,1,16,8
3679,2,FDA07,124.3072,2695.1584,0.030992735,7.55,OUT049,0,1,1,1,14,9
3680,0,FDU39,57.3562,1007.3554,0.036241797,18.85,OUT017,1,0,1,1,6,2
3681,2,FDI60,61.951,1518.024,0.038398937,7.22,OUT045,1,0,1,1,11,7
3682,0,FDK33,211.65599999999998,2556.672,0.011258035,17.85,OUT045,1,0,1,1,11,7
3683,0,FDN01,177.437,3528.74,0.072511335,8.895,OUT049,0,1,1,1,14,9
3684,0,FDV38,54.6956,163.7868,0.10168915099999999,19.25,OUT013,2,2,1,1,26,1
3685,1,NCV06,194.2478,2712.4692,0.066625843,11.3,OUT013,2,2,1,2,26,1
3686,0,FDQ34,107.8622,1058.622,0.162242617,10.85,OUT046,0,0,1,1,16,8
3687,0,DRK37,189.85299999999998,4933.5779999999995,0.06595278007399345,5.0,OUT045,1,0,1,0,11,7
3688,1,NCY53,110.2544,1454.1072,0.06595278007399345,20.0,OUT013,2,2,1,2,26,1
3689,0,FDD53,43.7454,671.1264,0.044008347,12.792854228644991,OUT027,2,1,3,1,28,5
3690,0,FDV49,264.6226,4757.8068,0.025867353,10.0,OUT049,0,1,1,1,14,9
3691,0,FDY36,74.33800000000001,146.476,0.016476618999999998,12.792854228644991,OUT019,0,0,0,1,28,4
3692,0,FDH34,185.7582,3529.4058,0.031095246,8.63,OUT046,0,0,1,1,16,8
3693,1,NCD07,115.4518,2390.8878,0.06595278007399345,9.1,OUT017,1,0,1,2,6,2
3694,0,FDB51,62.5852,438.0964,0.038422076,6.92,OUT013,2,2,1,1,26,1
3695,1,NCH42,228.40099999999998,229.701,0.061155983,6.86,OUT010,2,0,0,2,15,0
3696,1,NCI31,37.819,439.42800000000005,0.08131178,20.0,OUT035,1,0,1,2,9,6
3697,0,FDL56,87.1198,2529.3742,0.12575682400000002,14.1,OUT035,1,0,1,1,9,6
3698,0,FDG29,41.7454,209.727,0.05661033,17.6,OUT017,1,0,1,1,6,2
3699,0,FDJ45,35.1216,415.4592,0.073709686,17.75,OUT018,2,1,2,1,4,3
3700,2,FDJ38,191.653,3795.06,0.040432954,8.6,OUT017,1,0,1,1,6,2
3701,1,NCO05,100.4384,1970.7679999999998,0.046749112,7.27,OUT018,2,1,2,2,4,3
3702,0,FDW24,50.4034,48.6034,0.06276237400000001,6.8,OUT010,2,0,0,1,15,0
3703,2,FDN34,170.7132,4904.2828,0.045542627999999995,12.792854228644991,OUT027,2,1,3,1,28,5
3704,2,FDH46,103.1332,820.2656,0.041346469,6.935,OUT049,0,1,1,1,14,9
3705,2,FDW39,175.137,1235.059,0.036903419,6.69,OUT035,1,0,1,1,9,6
3706,0,DRK59,233.9616,4452.8704,0.07508445700000001,12.792854228644991,OUT027,2,1,3,0,28,5
3707,0,FDU25,57.4246,810.9444,0.026735372,12.35,OUT045,1,0,1,1,11,7
3708,0,FDC44,115.1518,683.1108,0.17245325399999997,15.6,OUT013,2,2,1,1,26,1
3709,2,FDG17,246.2486,8063.5038,0.035666655,12.792854228644991,OUT027,2,1,3,1,28,5
3710,0,FDI45,175.5054,2451.4756,0.037581243,13.1,OUT046,0,0,1,1,16,8
3711,2,FDK08,100.1016,1619.2256,0.12220294599999999,9.195,OUT013,2,2,1,1,26,1
3712,0,FDW36,107.1622,423.4488,0.056921875999999996,11.15,OUT035,1,0,1,1,9,6
3713,2,FDL39,180.9318,1984.7498,0.06331937900000001,16.1,OUT035,1,0,1,1,9,6
3714,0,FDS13,266.1884,5299.768,0.124402507,6.465,OUT013,2,2,1,1,26,1
3715,0,FDO57,161.5578,320.9156,0.108879177,20.75,OUT049,0,1,1,1,14,9
3716,0,FDS37,115.7492,2548.6824,0.032125561000000004,7.655,OUT017,1,0,1,1,6,2
3717,2,FDV26,193.5794,1950.7939999999999,0.076097073,20.25,OUT013,2,2,1,1,26,1
3718,0,FDJ22,189.7504,2492.7552,0.052766297000000004,18.75,OUT013,2,2,1,1,26,1
3719,2,FDC16,86.054,1038.6480000000001,0.020601791,11.5,OUT049,0,1,1,1,14,9
3720,1,NCH42,231.601,7580.133000000001,0.036360386,12.792854228644991,OUT027,2,1,3,2,28,5
3721,0,FDD46,154.7998,3383.5956,0.140571971,12.792854228644991,OUT027,2,1,3,1,28,5
3722,0,FDT25,123.2072,1837.608,0.05074138,7.5,OUT035,1,0,1,1,9,6
3723,2,FDR34,229.1352,4580.704000000001,0.015997687,17.0,OUT045,1,0,1,1,11,7
3724,0,FDQ10,170.4422,5000.8238,0.033018558999999996,12.792854228644991,OUT027,2,1,3,1,28,5
3725,0,DRI03,177.9028,4781.7756,0.022703692999999997,6.03,OUT046,0,0,1,0,16,8
3726,2,FDB58,143.7154,4821.7236,0.013431108999999998,12.792854228644991,OUT027,2,1,3,1,28,5
3727,2,FDQ03,235.6248,1896.1984,0.06595278007399345,15.0,OUT049,0,1,1,1,14,9
3728,0,DRD27,97.4042,2281.6966,0.023876985,18.75,OUT049,0,1,1,0,14,9
3729,0,FDK33,213.75599999999997,3408.8959999999997,0.011281018,17.85,OUT018,2,1,2,1,4,3
