,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1370,FDF52,OUT046,2881.9213441860043
1371,FDT11,OUT013,2730.545218198594
1372,FDB08,OUT013,2284.228634095366
1373,FDQ28,OUT018,3083.463427456007
1374,FDD29,OUT045,3878.6376420811425
1375,NCQ29,OUT027,5441.6808962264695
1376,NCO02,OUT013,676.852710608877
1377,FDR56,OUT010,1469.8373311019313
1378,NCM54,OUT049,2183.138487215692
1379,FDP51,OUT035,1652.78996116194
1380,FDT38,OUT013,1010.3711079147065
1381,FDZ20,OUT018,4495.839793581814
1382,FDJ53,OUT013,1552.0644190322637
1383,FDX13,OUT049,4133.390980703829
1384,FDP58,OUT035,3136.593668899877
1385,NCK31,OUT019,-200.839797054413
1386,FDA35,OUT018,2491.3101614297184
1387,FDV37,OUT018,3621.2709573348934
1388,NCO07,OUT027,4842.893158904215
1389,FDA20,OUT045,2787.466976986948
1390,FDZ59,OUT035,2431.6386523265132
1391,NCY17,OUT017,121.20574846068462
1392,FDQ28,OUT035,2258.39841509327
1393,FDV35,OUT017,1893.7465188960941
1394,FDQ36,OUT013,133.5953352360964
1395,FDD34,OUT018,3125.659636570556
1396,FDK51,OUT045,4096.526696069424
1397,FDV31,OUT035,2484.89421178965
1398,FDR04,OUT035,1379.123340260915
1399,FDR14,OUT049,913.271906867795
1400,DRC36,OUT010,1320.8360398967352
1401,FDE39,OUT019,852.6043568731384
1402,FDP57,OUT049,1864.675190583072
1403,FDE57,OUT046,2279.1931665328775
1404,NCN18,OUT046,1666.4617501726252
1405,NCQ05,OUT018,2902.2797665539615
1406,FDW47,OUT035,1710.4195035198582
1407,FDV46,OUT035,2040.5730638588075
1408,NCP29,OUT045,765.8434526230153
1409,FDE09,OUT018,2296.882157065689
1410,NCU06,OUT027,4991.802635473998
1411,FDT19,OUT010,1011.5384795759219
1412,DRF15,OUT017,2044.363404755637
1413,DRI51,OUT013,2402.3730672882193
1414,NCX54,OUT013,1326.4733463520997
1415,DRE01,OUT013,3317.9307364595447
1416,NCB07,OUT045,2880.8769626516423
1417,FDU50,OUT035,1632.0826092355237
1418,FDG40,OUT035,385.8231007903032
1419,FDW10,OUT018,3224.433265748818
1420,FDX51,OUT013,2828.5270513516916
1421,NCP17,OUT045,898.5958680926979
1422,FDP21,OUT035,2857.002285436749
1423,FDL04,OUT045,1429.435196028032
1424,FDV23,OUT013,1535.53130953271
1425,FDF24,OUT046,1410.4926111692398
1426,FDH56,OUT027,3264.0832596792266
1427,FDB51,OUT049,1227.024079337437
1428,FDI58,OUT027,2961.3750246218897
1429,FDR20,OUT013,520.3715457201881
1430,FDC51,OUT018,2560.937421021183
1431,FDB16,OUT027,2811.43739615919
1432,FDE40,OUT049,1160.3765147077506
1433,NCM17,OUT035,479.53976139906126
1434,FDU56,OUT035,2801.349279423455
1435,FDS32,OUT019,1239.2474555398126
1436,FDX02,OUT049,3726.046450799196
1437,FDT39,OUT027,3955.223121799772
1438,FDE35,OUT017,568.6270799838487
1439,NCI42,OUT019,2309.7263415331795
1440,DRL23,OUT046,1790.4264690310015
1441,FDA10,OUT046,1808.1534433106017
1442,FDA11,OUT013,1209.6481885402854
1443,NCM06,OUT046,2419.902206361464
1444,NCT05,OUT035,3887.927759199592
1445,NCQ02,OUT010,1509.633061263035
1446,NCY06,OUT049,2237.313612172437
1447,FDY56,OUT035,3367.8050348681595
1448,FDL02,OUT035,1428.1388318759664
1449,NCI06,OUT035,2611.6603767651022
1450,FDQ14,OUT045,2214.0096514706456
1451,FDQ12,OUT017,3194.056128433954
1452,FDP36,OUT046,801.3208843456646
1453,FDK21,OUT027,5430.369013183457
1454,FDO40,OUT045,2220.309173737566
1455,NCK54,OUT019,895.3878920942345
1456,FDY09,OUT018,3318.9665563077183
1457,NCW30,OUT049,4363.781188620735
1458,NCC55,OUT027,2096.2898360341746
1459,FDE58,OUT018,2347.6703703410603
1460,FDR39,OUT013,2519.649568118186
1461,FDU28,OUT049,3136.375760080921
1462,FDH08,OUT017,3221.476850109962
1463,FDG35,OUT045,2741.2521007083983
1464,FDG22,OUT049,857.3173673154599
1465,FDC34,OUT035,2134.680210169228
1466,FDP15,OUT018,4441.857844798902
1467,FDK34,OUT010,2263.5301397961116
1468,FDU45,OUT035,1714.4652972238646
1469,FDQ04,OUT027,2025.079189228275
1470,FDX22,OUT018,3894.1845337867985
1471,FDB45,OUT017,1269.978627297657
1472,NCH43,OUT027,4800.403110401856
1473,DRE60,OUT046,3413.1309424576853
1474,FDD17,OUT027,5166.360984973213
1475,NCM54,OUT017,1583.8251340112674
1476,NCH55,OUT013,1703.5822074512234
1477,NCT06,OUT017,2194.2157899116155
1478,FDA48,OUT027,4807.320801946795
1479,FDY58,OUT027,5031.443329716625
1480,FDO25,OUT045,3064.4159637716625
1481,FDN50,OUT045,1458.3661757514496
1482,FDH35,OUT035,2387.179864750426
1483,FDK09,OUT045,3366.586083799229
1484,FDO16,OUT013,1048.4860467721155
1485,FDW11,OUT045,887.4216987650575
1486,FDU47,OUT027,3778.510503215413
1487,NCQ42,OUT010,523.0527354727969
1488,FDK55,OUT027,2886.952441228352
1489,FDN08,OUT049,2050.4088929950144
1490,FDT57,OUT045,3642.968675128403
1491,FDJ12,OUT018,3831.8874953585714
1492,DRL59,OUT017,507.2858801491004
1493,NCN53,OUT046,629.9935474266399
1494,FDO51,OUT010,-734.2828299102581
1495,FDK56,OUT017,2422.817120816867
1496,FDY12,OUT035,562.5857593925684
1497,FDU15,OUT035,493.46192900620963
1498,FDQ19,OUT046,3950.632615393743
1499,DRF15,OUT045,2351.56957195979
1500,DRE25,OUT019,339.0606391645631
1501,FDK57,OUT018,2336.3128239465227
1502,FDD33,OUT010,1956.6598687800347
1503,FDR34,OUT027,5127.481555313529
1504,FDU04,OUT045,1855.1986960294562
1505,FDE35,OUT019,-53.988969324760774
1506,NCD31,OUT035,2419.454347676215
1507,FDJ56,OUT035,1186.4508481082435
1508,NCU53,OUT046,2626.6252565762125
1509,FDD39,OUT035,3151.5094924089185
1510,NCU17,OUT019,420.5559841662646
1511,FDJ20,OUT046,1942.712307515742
1512,NCW41,OUT018,3015.2146092663156
1513,FDL52,OUT035,493.3058937149558
1514,FDS39,OUT035,2085.999288106826
1515,DRJ47,OUT045,2641.9383137742543
1516,FDP13,OUT010,-1038.4989446766128
1517,DRK39,OUT010,-173.09049950666588
1518,FDF28,OUT010,552.5396630090863
1519,FDB09,OUT045,1833.4904755556713
1520,FDM51,OUT046,1704.3196108356178
1521,DRM49,OUT018,1158.6379043362826
1522,DRF23,OUT013,2373.6730395560617
1523,DRH01,OUT035,2482.8585938433316
1524,FDH12,OUT027,3073.543343497168
1525,FDA28,OUT019,937.1474862162963
1526,FDW37,OUT018,1812.1447928354482
1527,FDF02,OUT046,1585.2435396017472
1528,DRL37,OUT046,759.5846296733168
1529,NCF43,OUT046,2251.3002321402287
1530,FDH08,OUT010,2148.2539427786473
1531,FDR34,OUT019,2654.852898895463
1532,NCK19,OUT049,3211.7198876471098
1533,NCD55,OUT018,1223.3811625316066
1534,FDT27,OUT049,3908.043101371632
1535,FDQ57,OUT045,2220.5953774656978
1536,FDA47,OUT035,2315.127950119767
1537,DRG15,OUT027,2435.1956214875563
1538,FDE05,OUT018,2876.917095669801
1539,FDN46,OUT046,1528.4197487076435
1540,FDX27,OUT027,2854.081002579111
1541,FDT51,OUT045,1728.624634926808
1542,FDU33,OUT013,323.720196474653
1543,FDJ16,OUT027,2283.209354058321
1544,FDD20,OUT019,924.0753204047382
1545,FDT36,OUT049,669.807330720949
1546,DRF15,OUT027,3894.5409257756505
1547,FDN52,OUT010,-286.49483415762415
1548,FDC22,OUT027,4354.738263920031
1549,FDX15,OUT045,2222.3597169180293
1550,FDT13,OUT013,2668.9462689518095
1551,FDU04,OUT017,1576.1829734128978
1552,FDU31,OUT019,2425.9100631988454
1553,FDW59,OUT027,2870.807370672765
1554,NCO29,OUT046,2648.598542047793
1555,FDL15,OUT035,2213.1575370511955
1556,FDI41,OUT049,2539.8635898678
1557,FDQ48,OUT049,1915.1596559934892
1558,DRI39,OUT013,531.3654945023336
1559,FDI08,OUT013,3636.498310420365
1560,FDC21,OUT049,2021.6295086407495
1561,FDF58,OUT035,873.3067492396817
1562,FDS08,OUT010,1262.7478964014836
1563,FDE47,OUT045,1828.5746231052917
1564,NCP18,OUT019,1359.9330176476674
1565,NCR41,OUT013,1281.4387857690508
1566,FDA27,OUT013,3743.746232627402
1567,FDA43,OUT035,2838.3832758496474
1568,FDA49,OUT045,1213.7433108484265
1569,NCE55,OUT018,3375.4909104946387
1570,DRM49,OUT027,2101.2557727198882
1571,FDF22,OUT027,4785.8638232157155
1572,FDQ15,OUT018,1669.1360475601568
1573,NCS54,OUT017,2394.3900480368184
1574,NCY05,OUT013,255.7185109064069
1575,FDR45,OUT046,3822.568300120734
1576,FDK57,OUT049,2087.189510376967
1577,FDF41,OUT010,2155.5605627296013
1578,FDV21,OUT046,2093.740002011049
1579,FDD51,OUT046,650.8201419624916
1580,FDF33,OUT046,1812.3362860775787
1581,FDA38,OUT046,3814.8621443800553
1582,FDR56,OUT045,2912.92606967217
1583,NCN41,OUT017,1495.1098543988037
1584,FDC60,OUT027,2780.4482765585085
1585,FDB47,OUT045,3099.8746804979623
1586,DRH01,OUT013,2394.5107812278748
1587,FDW08,OUT046,1533.8605950365782
1588,FDF38,OUT027,2159.680371228571
1589,FDY32,OUT017,2028.7483534853345
1590,FDG34,OUT049,2024.417660236662
1591,FDG47,OUT019,2949.3887281868533
1592,NCF18,OUT035,2720.2590368168276
1593,FDL39,OUT019,1773.5890330616762
1594,NCH55,OUT035,1812.2390487252455
1595,DRJ35,OUT049,1308.9310188775744
1596,FDS44,OUT035,3442.8294430471365
1597,DRE01,OUT018,4130.733505070302
1598,FDY39,OUT013,2639.066409478959
1599,FDY32,OUT018,2924.217823202911
1600,FDR33,OUT027,3228.537473151137
1601,NCP50,OUT049,1543.4572468380143
1602,FDZ47,OUT018,2063.7158833481985
1603,FDU57,OUT049,2609.1460842160427
1604,FDY44,OUT013,2825.9708633204928
1605,DRH59,OUT018,1700.3480794524048
1606,FDB03,OUT027,5084.989503233894
1607,FDY46,OUT045,2803.095756707401
1608,FDM39,OUT045,2652.6020453673973
1609,FDY36,OUT035,1068.6686687272022
1610,NCM55,OUT035,2670.92268751768
1611,FDJ50,OUT010,-596.5711509951158
1612,DRL60,OUT013,2129.87295472839
1613,NCJ54,OUT049,3839.734734490127
1614,FDX59,OUT017,141.57901430452102
1615,FDI07,OUT013,2938.1050785292837
1616,DRF51,OUT010,-1154.125894930473
1617,FDM14,OUT017,1382.3049238515223
1618,FDP21,OUT045,2915.023894768194
1619,FDE40,OUT035,791.886262132502
1620,FDE05,OUT035,2207.536958313273
1621,FDM13,OUT027,3508.836526381972
1622,FDC34,OUT027,3760.1018972033394
1623,NCI55,OUT018,2487.990991001145
1624,NCE43,OUT018,3062.9742976003968
1625,FDW58,OUT018,2257.8541750074155
1626,FDG60,OUT045,3525.4498375445096
1627,FDV31,OUT017,2272.3724049633474
1628,FDR47,OUT013,2668.7895476463345
1629,FDM60,OUT019,-375.3566562571366
1630,NCF06,OUT018,4596.268979156905
1631,NCN26,OUT027,3354.4837408886465
1632,FDQ59,OUT049,1624.3006499338076
1633,FDF09,OUT046,690.4577629471105
1634,NCS06,OUT017,3813.2621815381804
1635,FDT44,OUT046,1806.0776921314941
1636,FDI19,OUT017,3413.748276773162
1637,FDT22,OUT017,450.50085566737357
1638,NCF54,OUT027,4116.539195232057
1639,DRG25,OUT045,2874.2356669940964
1640,FDB59,OUT017,2740.127293595023
1641,FDQ37,OUT017,2578.5266110780067
1642,FDP56,OUT035,593.798233726503
1643,FDW44,OUT035,2592.420507033366
1644,FDJ26,OUT010,1812.3411502688004
1645,FDU43,OUT018,4260.858585394675
1646,FDW33,OUT045,1450.7906928718285
1647,NCX53,OUT027,3737.7719421271518
1648,FDN56,OUT010,687.0778001847075
1649,DRF15,OUT049,2676.2630887637183
1650,FDO33,OUT017,1333.3961556047507
1651,FDZ39,OUT010,254.00907852036062
1652,NCJ19,OUT017,355.6778122375888
1653,FDU01,OUT035,2841.6596491039577
1654,FDT12,OUT035,3385.292548567468
1655,NCM18,OUT018,1432.0860519789017
1656,FDP19,OUT017,1424.9724015866268
1657,NCR42,OUT049,773.0572953420499
1658,FDN10,OUT046,1910.3184545425083
1659,FDG44,OUT017,388.23778519922666
1660,FDQ10,OUT046,2754.338052903877
1661,DRH13,OUT049,1968.489402101161
1662,FDT52,OUT013,3580.1606117857614
1663,FDM56,OUT045,1583.6454477514444
1664,NCO43,OUT010,88.57198694497765
1665,NCV29,OUT035,2670.289805753498
1666,NCF06,OUT013,3801.0041766115905
1667,FDO50,OUT035,1214.196196585037
1668,FDT59,OUT013,3338.040856591849
1669,FDX40,OUT027,1954.7928537276866
1670,FDE50,OUT017,2619.5072904071176
1671,FDX51,OUT017,2781.5246490683066
1672,NCD30,OUT018,2086.6485718871263
1673,FDK15,OUT013,1195.5350442127992
1674,FDL12,OUT045,782.4698524166474
1675,FDK46,OUT017,3655.515986114879
1676,DRH49,OUT010,-141.4081775580006
1677,FDQ57,OUT046,2382.1106761143296
1678,FDY59,OUT017,1103.2912526476612
1679,FDO09,OUT018,4534.386784179453
1680,NCG30,OUT035,1693.8837125684636
1681,FDM09,OUT017,2237.924886554727
1682,NCN17,OUT027,3017.4868609700493
1683,NCS42,OUT013,1069.415085322199
1684,FDD02,OUT019,756.0151238628566
1685,FDE34,OUT013,2456.214633626296
1686,FDU38,OUT045,2842.4150492030735
1687,FDB33,OUT046,2562.5980860616364
1688,NCJ29,OUT017,983.7469627052665
1689,FDZ27,OUT035,643.272494111191
1690,FDI40,OUT013,1192.17682913312
1691,FDG22,OUT013,358.21514245017465
1692,FDT51,OUT017,1455.80684865302
1693,FDF20,OUT018,3646.9173915700817
1694,FDV50,OUT035,1624.20025023765
1695,FDT02,OUT049,850.6636139708842
1696,DRC49,OUT017,1880.1976937880036
1697,FDF26,OUT049,2674.355977705745
1698,FDV52,OUT035,1812.8764788408325
1699,FDX59,OUT049,793.8435123098523
1700,FDV25,OUT035,3307.3759075881803
1701,FDW23,OUT027,2011.3131640168508
1702,FDE53,OUT018,2243.566557400992
1703,FDA19,OUT017,1636.4773269791367
1704,FDH22,OUT046,1885.938334221686
1705,NCO41,OUT013,1270.852283817574
1706,FDX12,OUT017,3460.5860466120844
1707,FDF17,OUT013,2789.245985182546
1708,FDS11,OUT045,3402.112697550508
1709,FDR51,OUT035,2033.2343611900174
1710,FDT49,OUT010,-108.24620491982478
1711,FDC56,OUT013,1468.0964974347407
1712,FDR13,OUT027,3360.2365795157834
1713,FDQ60,OUT035,1675.2809450405125
1714,FDN38,OUT049,4108.617199485065
1715,NCL29,OUT013,2055.9019938192523
1716,FDO13,OUT027,3997.8976543354725
1717,FDE26,OUT018,2708.1185549243146
1718,FDA31,OUT010,1038.930305479345
1719,FDX14,OUT035,971.4856343790384
1720,FDA34,OUT045,2661.3188028829727
1721,FDF26,OUT013,2151.9150223013457
1722,FDE38,OUT045,2499.8188057478283
1723,DRI11,OUT046,1887.7110555448535
1724,FDQ60,OUT027,3264.4039388795613
1725,FDL21,OUT027,2193.7981379536377
1726,DRC12,OUT027,4505.215289446078
1727,FDC47,OUT046,3495.076128988712
1728,FDE57,OUT045,2097.4066961809913
1729,FDT14,OUT045,1696.6942640265552
1730,NCZ53,OUT046,3043.022980981165
1731,FDE28,OUT018,4034.3852275319064
1732,FDR19,OUT035,1961.0370779861073
1733,NCF54,OUT019,1638.7792485583195
1734,FDZ08,OUT046,1277.001190223919
1735,NCJ05,OUT018,2923.8159844135175
1736,FDF59,OUT046,2001.85008658905
1737,NCO05,OUT035,1402.5452924215438
1738,FDW24,OUT018,1322.4818745327934
1739,NCX42,OUT018,3180.926195176801
1740,NCA53,OUT035,644.9415739583787
1741,FDI45,OUT019,1725.7213003797751
1742,FDG46,OUT046,1897.406569532522
1743,FDM20,OUT010,2325.316564388129
1744,FDW11,OUT010,-532.7130478514158
1745,FDX08,OUT035,2672.96516932635
1746,NCK17,OUT035,482.89329979127706
1747,FDK32,OUT018,2939.8505824530866
1748,NCA42,OUT035,2350.558054501489
1749,DRI01,OUT035,2559.9523188929065
1750,NCL55,OUT049,4272.724325565661
1751,DRE25,OUT018,1994.0765852334725
1752,FDD14,OUT017,2276.272544865471
1753,FDB10,OUT046,3698.8178451610024
1754,DRN11,OUT035,1955.0452780131168
1755,FDP38,OUT018,1350.7757786127368
1756,NCA30,OUT017,2413.7996591724814
1757,FDT15,OUT017,2556.0179253306105
1758,NCP55,OUT018,1468.4896454613768
1759,FDF12,OUT035,2102.123004950677
1760,FDM21,OUT018,4490.742482969572
1761,FDX56,OUT035,3055.343905872957
1762,FDF10,OUT017,1759.5022585069655
1763,FDT32,OUT045,2869.3921731855294
1764,FDM51,OUT018,2196.2600678149456
1765,NCR50,OUT018,2980.281435271156
1766,FDI19,OUT049,4016.18527696952
1767,FDX21,OUT017,1243.1148770680375
1768,FDR31,OUT035,2158.8187690815266
1769,FDY02,OUT013,3768.505226704842
1770,NCA29,OUT045,2622.433771126758
1771,NCX17,OUT046,3549.295698244044
1772,FDM12,OUT045,2874.9167786977137
1773,FDI53,OUT027,3872.266986063252
1774,NCU30,OUT049,2877.504281856463
1775,FDC56,OUT027,3232.2524734467775
1776,FDK27,OUT018,2511.1984895949518
1777,NCK18,OUT017,2269.5616345587423
1778,FDB52,OUT019,3000.208013929346
1779,DRG25,OUT027,4477.459794228769
1780,FDZ13,OUT049,944.8770518177791
1781,FDB57,OUT019,2555.704885290881
1782,FDR40,OUT046,1463.505420148364
1783,NCO14,OUT019,-321.1092407694882
1784,NCN19,OUT045,2915.122868811007
1785,FDQ28,OUT019,1372.6636370118404
1786,FDO13,OUT018,3080.37032701227
1787,FDK48,OUT013,992.0366766386601
1788,FDU07,OUT018,2888.461252411328
1789,FDW20,OUT046,2052.076159450929
1790,FDV12,OUT010,62.803775349083026
1791,FDH24,OUT013,2210.7397738930676
1792,FDV59,OUT049,3612.530021006193
1793,FDK57,OUT045,1717.3002958536986
1794,FDL16,OUT027,1981.5015686552679
1795,NCQ17,OUT046,2363.2933529541488
1796,FDJ15,OUT018,3507.1412811375144
1797,FDX24,OUT049,1785.205118283488
1798,FDT47,OUT046,1692.7982997644576
1799,FDT10,OUT049,1224.1409945334235
1800,FDZ37,OUT018,1997.4994239188309
1801,FDW43,OUT027,5130.758876426891
1802,DRN36,OUT017,1136.8609785044473
1803,FDJ14,OUT045,1201.9890907204217
1804,FDA32,OUT013,3122.9500270153435
1805,FDJ38,OUT019,1973.9322231715078
1806,FDQ57,OUT017,1984.6870989941299
1807,NCQ41,OUT019,2079.899061662189
1808,FDG56,OUT049,1197.2317352813802
1809,DRC13,OUT027,3506.465524997982
1810,FDV55,OUT035,2077.9384309228617
1811,FDQ49,OUT045,2471.1030738194995
1812,FDE29,OUT010,-799.6682435297245
1813,FDR03,OUT013,3041.171116424133
1814,FDD45,OUT049,1775.6556530391058
1815,FDN38,OUT010,2337.7478804607695
1816,FDT56,OUT046,907.1424467917641
1817,FDT48,OUT045,3019.1822564571016
1818,FDU03,OUT049,3044.0020298658897
1819,FDC56,OUT010,169.03762015582151
1820,NCO43,OUT027,3002.917061706554
1821,FDQ27,OUT017,1265.476471821199
1822,FDR03,OUT046,3380.3938697816006
1823,DRH23,OUT010,-939.4077953798693
1824,FDG22,OUT045,549.7474143982786
1825,NCJ42,OUT013,1366.8332638269358
1826,FDR24,OUT046,1495.7977694868964
1827,FDW60,OUT035,2689.11242382666
1828,FDJ08,OUT013,2570.812180313166
1829,DRL59,OUT018,1419.612582669727
1830,FDG60,OUT010,2095.6700106788094
1831,FDW27,OUT017,2180.5105473013327
1832,FDX14,OUT018,1688.8518149062716
1833,FDC20,OUT013,621.5591272099812
1834,NCS29,OUT018,4596.395873027039
1835,FDJ56,OUT046,1410.6048535966906
1836,FDB20,OUT019,129.74336126158482
1837,FDL28,OUT027,5053.0970537635785
1838,FDW01,OUT018,2867.5884612490872
1839,FDL03,OUT046,3218.2906380772233
1840,FDX22,OUT049,3602.7854291672634
1841,FDJ21,OUT035,2158.346318265234
1842,FDR31,OUT045,2249.4598167202143
1843,FDG21,OUT035,2093.5703110610484
1844,FDS22,OUT027,2219.7167485912887
1845,FDK08,OUT035,1325.617641254919
1846,FDE17,OUT018,2931.253114982276
1847,NCN30,OUT017,1149.699375288461
1848,FDT50,OUT046,1534.421630209365
1849,NCX42,OUT049,2859.871151873604
1850,FDJ12,OUT035,3146.9796303794733
1851,NCA18,OUT027,3271.278366839824
1852,FDP23,OUT019,2360.589129385809
1853,FDX12,OUT013,3594.2964345688374
1854,FDN40,OUT018,2853.2996276085833
1855,FDV48,OUT035,1102.8693810398563
1856,NCY54,OUT013,2174.4684132165658
1857,FDL16,OUT010,-1095.2517091012173
1858,FDR45,OUT018,4300.473938110174
1859,FDJ52,OUT046,2619.233186411673
1860,DRG01,OUT017,858.948385599288
1861,FDP52,OUT013,3322.2762578503894
1862,FDU58,OUT017,2610.960695270698
1863,FDL02,OUT045,1498.3415924554838
1864,FDG28,OUT013,3563.459178548535
1865,FDA19,OUT035,1839.1750154462834
1866,FDW46,OUT027,2515.650644532958
1867,NCD43,OUT049,1900.8048814459203
1868,DRG39,OUT013,559.4436546161023
1869,NCF55,OUT049,840.3365766345146
1870,FDJ07,OUT046,1954.2373587962597
1871,FDE08,OUT046,2390.886101161567
1872,FDP56,OUT019,-282.06231703818924
1873,FDT45,OUT045,709.4040283958279
1874,FDF17,OUT018,3581.2209768641337
1875,FDX44,OUT046,1435.6359089747393
1876,FDM28,OUT027,4269.2997158207945
1877,FDI36,OUT049,3361.1120369871646
1878,FDS07,OUT045,1608.6592930730044
1879,FDD36,OUT045,1771.712263144616
1880,FDW11,OUT046,1000.729660074338
1881,FDN40,OUT049,2597.9720679380757
1882,NCQ18,OUT049,1623.4292456780227
1883,NCQ54,OUT017,2257.0476816974806
1884,NCS42,OUT045,1281.0637797236623
1885,DRH39,OUT010,-398.16389677725135
1886,FDC09,OUT027,3166.053353529484
1887,FDT08,OUT010,854.2951827603324
1888,FDC08,OUT035,3474.3801894723524
1889,FDT20,OUT017,211.72896961231095
1890,FDS35,OUT035,740.8583274938492
1891,FDX58,OUT018,3376.3060298140176
1892,FDW58,OUT046,1780.9468654433017
1893,DRD27,OUT046,1713.5043573932448
1894,FDH32,OUT019,382.44604960876586
1895,FDS26,OUT035,3862.375165213171
1896,FDQ31,OUT046,1459.9323234482185
1897,FDP11,OUT018,3915.2314789144516
1898,FDD58,OUT017,1152.5775418155008
1899,FDM33,OUT045,3231.7741473974243
1900,FDZ16,OUT049,3168.5102397460764
1901,NCS29,OUT010,2567.68553746529
1902,NCM18,OUT019,-231.1309284907485
1903,FDP11,OUT049,3631.803782771481
1904,NCC42,OUT017,1815.0306625293033
1905,DRM23,OUT046,2642.156137494327
1906,NCN55,OUT027,5164.221922018041
1907,FDK46,OUT013,3726.181229173218
1908,FDR01,OUT046,3202.9170039706246
1909,NCA05,OUT045,2259.0752267528214
1910,NCP43,OUT017,2407.5953829748296
1911,FDR12,OUT010,1259.2633481045195
1912,FDQ01,OUT013,3570.7361884986
1913,FDM13,OUT046,2083.3673507582316
1914,FDQ19,OUT017,3511.6517575611574
1915,FDK56,OUT019,1609.2993306046724
1916,NCX06,OUT010,1429.0873393808097
1917,FDO56,OUT027,3372.3105815315007
1918,FDU45,OUT045,1721.063223445272
1919,FDI16,OUT019,-396.42633888138323
1920,FDL32,OUT046,1751.7700306679521
1921,FDA07,OUT046,2065.5995414092763
1922,FDA14,OUT045,2158.627225593456
1923,FDV46,OUT027,3698.9094847941446
1924,NCO07,OUT035,3210.6395774080734
1925,NCP41,OUT046,1747.3635997558818
1926,FDY60,OUT018,2829.32543038147
1927,FDN38,OUT017,3513.7073523385475
1928,FDO15,OUT046,1338.5340146191083
1929,FDT60,OUT013,1571.2022392082908
1930,FDA55,OUT035,3371.2731736653755
1931,FDE02,OUT010,-207.19893371909893
1932,DRJ39,OUT049,3740.136422782241
1933,FDV34,OUT035,1115.1829750383508
1934,FDS20,OUT027,4325.062686858026
1935,FDF02,OUT027,2978.3143321628568
1936,FDW40,OUT017,1811.36556186514
1937,NCB43,OUT046,2873.5115800286126
1938,FDR58,OUT017,1046.9121050842023
1939,DRJ59,OUT035,545.9160982103249
1940,NCD30,OUT017,1180.5366694504455
1941,FDE14,OUT017,1220.9923510695198
1942,FDC28,OUT018,2205.1225978857574
1943,FDU16,OUT018,1875.3835292936483
1944,NCD19,OUT035,762.0618840324469
1945,FDU21,OUT046,624.9885371866435
1946,FDV59,OUT027,4848.020607544486
1947,FDU03,OUT045,2857.7289211908237
1948,FDC33,OUT010,1784.854114592566
1949,NCR42,OUT035,393.4977124326292
1950,DRH59,OUT035,1032.7016861816346
1951,NCM31,OUT035,2132.727612267061
1952,FDS50,OUT035,3288.8671101284513
1953,FDP39,OUT046,841.8630851354778
1954,FDQ55,OUT013,1635.535598076075
1955,FDV36,OUT019,941.1451922599117
1956,FDI05,OUT027,2587.681757268715
1957,FDS45,OUT027,3215.942838067967
1958,FDA39,OUT045,559.1224002017257
1959,FDC37,OUT010,234.7161335187575
1960,FDJ60,OUT027,4084.7600317296506
1961,DRQ35,OUT046,2017.0509859709741
1962,NCJ06,OUT046,1935.6051563609317
1963,NCY42,OUT018,2831.3211635006496
1964,DRM37,OUT049,3417.046062852393
1965,FDR14,OUT045,504.38077599458575
1966,FDE51,OUT049,915.2501029149701
1967,FDT33,OUT017,2291.172038999419
1968,FDR08,OUT013,1477.054372974767
1969,FDE36,OUT010,1121.550421597975
1970,FDL22,OUT019,378.029757889396
1971,FDR44,OUT013,1727.88232166329
1972,FDI56,OUT019,207.55157081490552
1973,FDE47,OUT010,505.7299931076777
1974,FDV27,OUT010,-20.548161140185584
1975,FDV10,OUT049,924.3284154546927
1976,FDC40,OUT045,1140.197473823699
1977,NCX41,OUT013,3027.9857963180916
1978,NCQ38,OUT027,3145.5918521357166
1979,FDV12,OUT027,3061.468142525186
1980,FDE52,OUT017,1074.2191957457526
1981,FDG20,OUT027,4147.853511060053
1982,FDV16,OUT027,1992.744463808821
1983,FDI32,OUT017,1194.1343820496932
1984,FDJ32,OUT049,1288.6261532251342
1985,FDN39,OUT018,3195.0290539689836
1986,FDY34,OUT017,2336.746786855181
1987,FDC14,OUT035,545.7649870174469
1988,FDA55,OUT017,3154.5429118383677
1989,FDZ50,OUT010,1312.709384183634
1990,DRG13,OUT049,2871.797272492197
1991,FDP01,OUT013,2117.537031484362
1992,NCG54,OUT017,2248.7784353252428
1993,FDM13,OUT045,1932.638920755745
1994,NCO18,OUT027,4276.017290482214
1995,NCW41,OUT013,2185.6532336487444
1996,FDM52,OUT027,3805.2115962016082
1997,NCF55,OUT035,423.3563146534889
1998,FDT09,OUT046,2213.8886880633167
1999,NCM19,OUT035,1558.1539680853125
2000,FDW12,OUT018,2951.2712423462326
2001,FDP15,OUT019,2831.677511241281
2002,FDK36,OUT045,717.2459629975674
2003,FDZ25,OUT035,2599.4550393377745
2004,NCW06,OUT049,3246.2882310589907
2005,FDW60,OUT046,2944.461513659634
2006,DRC49,OUT013,1980.5951058239616
2007,NCT17,OUT035,2796.5778517392455
2008,NCN06,OUT018,2975.104631805681
2009,FDC45,OUT013,2227.0043337363486
2010,DRJ47,OUT019,1654.9119766512308
2011,NCF06,OUT045,3963.0453046944635
2012,FDE21,OUT010,400.8214478562454
2013,DRG27,OUT013,288.40728522130576
2014,FDW40,OUT049,2415.705012091366
